"NAME","STATE","COUNTY","S1501_C01_006E","S1501_C01_007E","S1501_C01_008E","S1501_C01_009E","S1501_C01_010E","S1501_C01_011E","S1501_C01_012E","S1501_C01_013E","state","county","yr"
"Los Angeles County, California","06","037","6886895","844290","592769","1419449","1306985","482323","1460862","780217","06","037",2019
"Santa Clara County, California","06","085","1334958","89211","65992","188180","200910","91145","369625","329895","06","085",2019
"Siskiyou County, California","06","093","31682","1078","2017","8074","9504","3666","4859","2484","06","093",2019
"Del Norte County, California","06","015","19644","975","2943","6095","5109","1615","1711","1196","06","015",2019
"Chaffee County, Colorado","08","015","15523","339","665","4193","3764","1318","3035","2209","08","015",2019
"Garfield County, Colorado","08","045","39298","2210","2475","10623","8031","3780","8127","4052","08","045",2019
"Jefferson County, Colorado","08","059","414825","6957","15793","84160","88076","32452","119242","68145","08","059",2019
"Rio Blanco County, Colorado","08","103","4213","74","268","1328","1152","433","695","263","08","103",2019
"Conejos County, Colorado","08","021","5286","274","362","1794","1416","331","744","365","08","021",2019
"Adams County, Colorado","08","001","324255","23635","28955","92779","71438","28758","53503","25187","08","001",2019
"Eagle County, Colorado","08","037","38505","2484","2038","5854","6300","3668","13051","5110","08","037",2019
"Moffat County, Colorado","08","081","8893","242","762","3447","2109","770","989","574","08","081",2019
"Cheyenne County, Colorado","08","017","1338","16","96","492","298","179","224","33","08","017",2019
"Montgomery County, Alabama","01","101","150570","6024","13954","37648","32166","10524","29531","20723","01","101",2019
"Marshall County, Alabama","01","095","63955","4410","7351","19920","14352","5535","8306","4081","01","095",2019
"Blount County, Alabama","01","009","39791","3392","4371","13299","8533","4986","3432","1778","01","009",2019
"Henry County, Alabama","01","067","12168","822","1687","3961","2525","1097","1250","826","01","067",2019
"Madison County, Alabama","01","089","247760","6498","14064","51126","49989","20148","64350","41585","01","089",2019
"Autauga County, Alabama","01","001","37367","938","3353","12551","7455","3141","6019","3910","01","001",2019
"Tallapoosa County, Alabama","01","123","28667","1440","4106","9376","5928","2530","3394","1893","01","123",2019
"Geneva County, Alabama","01","061","18660","1393","2279","6714","4046","1897","1419","912","01","061",2019
"Wilcox County, Alabama","01","131","7114","403","1272","2808","1346","396","627","262","01","131",2019
"Aleutians West Census Area, Alaska","02","016","4127","210","225","1611","1084","294","575","128","02","016",2019
"Bristol Bay Borough, Alaska","02","060","635","19","19","235","171","48","120","23","02","060",2019
"Kodiak Island Borough, Alaska","02","150","8934","488","424","2653","2220","648","1490","1011","02","150",2019
"Northwest Arctic Borough, Alaska","02","188","4209","231","504","1964","764","189","332","225","02","188",2019
"Scott County, Tennessee","47","151","14961","1153","1872","6627","2951","982","851","525","47","151",2019
"McMinn County, Tennessee","47","107","37514","2109","3712","15142","7470","3000","4101","1980","47","107",2019
"Marshall County, Tennessee","47","117","22727","1219","2095","9408","4837","1834","2337","997","47","117",2019
"Rhea County, Tennessee","47","143","22111","1738","2512","8137","4573","1406","2381","1364","47","143",2019
"Anderson County, Tennessee","47","001","54265","2650","4411","17839","12258","4470","6864","5773","47","001",2019
"Fentress County, Tennessee","47","049","13023","1114","1102","5678","2182","866","1518","563","47","049",2019
"Gibson County, Tennessee","47","053","33418","1726","3184","13074","6926","2355","4020","2133","47","053",2019
"Hardeman County, Tennessee","47","069","18221","1072","2637","8523","3114","836","1339","700","47","069",2019
"Loudon County, Tennessee","47","105","38291","2109","3181","12394","7676","2805","6406","3720","47","105",2019
"Rutherford County, Tennessee","47","149","198337","5313","10995","55158","46647","16286","44219","19719","47","149",2019
"Smith County, Tennessee","47","159","13626","777","1231","6340","2410","903","1239","726","47","159",2019
"Wilson County, Tennessee","47","189","93870","2888","5007","27218","20632","7726","20631","9768","47","189",2019
"Unicoi County, Tennessee","47","171","13390","837","1174","5280","2947","1171","1377","604","47","171",2019
"Lincoln County, New Mexico","35","027","14676","577","966","4385","3925","1043","2588","1192","35","027",2019
"Chaves County, New Mexico","35","005","41374","4740","4275","11466","9824","3638","4980","2451","35","005",2019
"Lea County, New Mexico","35","025","42180","5012","5844","13288","9169","3127","3526","2214","35","025",2019
"Santa Fe County, New Mexico","35","049","110804","5734","6079","24722","21452","7342","22624","22851","35","049",2019
"Union County, New Mexico","35","059","3020","201","346","1413","539","167","187","167","35","059",2019
"Sierra County, New Mexico","35","051","8628","456","928","2470","2161","794","1127","692","35","051",2019
"Socorro County, New Mexico","35","053","11015","687","1316","4122","1854","618","1322","1096","35","053",2019
"Roosevelt County, New Mexico","35","041","10813","970","1191","3035","2439","590","1689","899","35","041",2019
"Doña Ana County, New Mexico","35","013","130958","15224","11690","29734","28385","10383","21105","14437","35","013",2019
"Los Alamos County, New Mexico","35","028","13260","120","197","1168","1865","972","3525","5413","35","028",2019
"Rio Arriba County, New Mexico","35","039","26710","1294","2335","8596","7281","2059","3372","1773","35","039",2019
"San Miguel County, New Mexico","35","047","19633","1303","1982","5427","5149","1565","2305","1902","35","047",2019
"Valencia County, New Mexico","35","061","51331","2738","5235","16951","12266","4634","5554","3953","35","061",2019
"Torrance County, New Mexico","35","057","10767","504","1153","4063","2619","830","987","611","35","057",2019
"Bernalillo County, New Mexico","35","001","466135","20162","31537","108101","107125","38809","87599","72802","35","001",2019
"Otero County, New Mexico","35","035","43579","3148","4085","11876","12396","4458","4596","3020","35","035",2019
"Cibola County, New Mexico","35","006","18134","901","2177","5839","4773","1870","1577","997","35","006",2019
"De Baca County, New Mexico","35","011","1145","25","155","415","354","47","78","71","35","011",2019
"Guadalupe County, New Mexico","35","019","3308","145","428","1571","677","237","118","132","35","019",2019
"Catron County, New Mexico","35","003","2839","85","83","1337","679","210","318","127","35","003",2019
"Bronx County, New York","36","005","929546","124987","128262","259572","161707","68468","120021","66529","36","005",2019
"Onondaga County, New York","36","067","315878","8883","19508","80217","56019","37884","63135","50232","36","067",2019
"Clinton County, New York","36","019","55211","2284","4535","20807","9371","5593","6630","5991","36","019",2019
"Seneca County, New York","36","099","24710","1336","2422","8702","4032","3011","2903","2304","36","099",2019
"Putnam County, New York","36","079","70564","2383","2547","19139","12134","6415","15902","12044","36","079",2019
"Herkimer County, New York","36","043","43732","1452","2994","16144","8123","5624","5348","4047","36","043",2019
"Ontario County, New York","36","069","77172","1420","3284","20395","13680","10369","15189","12835","36","069",2019
"Steuben County, New York","36","101","68086","2052","4423","25012","11334","9166","8272","7827","36","101",2019
"Hamilton County, New York","36","041","3567","126","678","969","807","386","324","277","36","041",2019
"Chautauqua County, New York","36","013","89517","3083","6936","31774","15871","11937","11200","8716","36","013",2019
"Kings County, New York","36","047","1780247","157367","156248","458191","233067","107929","400194","267251","36","047",2019
"Tioga County, New York","36","107","34696","591","2473","12472","6154","3984","5541","3481","36","107",2019
"Orleans County, New York","36","073","29499","951","2669","11300","6257","3546","3021","1755","36","073",2019
"Saratoga County, New York","36","091","163010","2531","7204","40531","25936","19352","38396","29060","36","091",2019
"Columbia County, New York","36","021","45574","1555","2874","13653","7298","5305","7841","7048","36","021",2019
"Lewis County, New York","36","049","18360","504","1305","8198","2752","2219","1924","1458","36","049",2019
"Westchester County, New York","36","119","668290","41248","38514","128492","90406","42697","161996","164937","36","119",2019
"Delaware County, New York","36","025","32787","888","2739","12319","5519","3912","4141","3269","36","025",2019
"Montgomery County, New York","36","057","34199","1636","2867","12106","6796","4710","3521","2563","36","057",2019
"Richmond County, New York","36","085","330661","16147","21060","100452","56730","24296","66632","45344","36","085",2019
"St. Lawrence County, New York","36","089","71657","2579","5546","26380","11955","8136","8532","8529","36","089",2019
"Tompkins County, New York","36","109","59774","947","2379","11347","7458","5653","13563","18427","36","109",2019
"Warren County, New York","36","113","47833","1190","2664","14653","8938","5395","7976","7017","36","113",2019
"Cortland County, New York","36","023","30113","794","2004","9663","5182","4051","4711","3708","36","023",2019
"Dutchess County, New York","36","027","205613","6401","11961","55135","37735","22323","39123","32935","36","027",2019
"Platte County, Wyoming","56","031","6526","158","424","2499","1365","732","713","635","56","031",2019
"Sheridan County, Wyoming","56","033","21423","288","713","5492","6191","2107","3540","3092","56","033",2019
"Big Horn County, Wyoming","56","003","8036","252","578","2336","2459","882","1119","410","56","003",2019
"Crook County, Wyoming","56","011","5193","129","252","1506","1440","707","873","286","56","011",2019
"Park County, Wyoming","56","029","20762","168","758","5363","4882","2532","4460","2599","56","029",2019
"Albany County, Wyoming","56","001","21477","335","535","3154","4493","1842","6170","4948","56","001",2019
"Carbon County, Wyoming","56","007","10452","293","646","3991","2406","968","1590","558","56","007",2019
"Goshen County, Wyoming","56","015","9387","187","552","2643","2403","1175","1519","908","56","015",2019
"Uinta County, Wyoming","56","041","12964","327","614","5383","3211","1351","1433","645","56","041",2019
"Washakie County, Wyoming","56","043","5546","166","402","1650","1471","560","854","443","56","043",2019
"Hot Springs County, Wyoming","56","017","3462","23","161","1023","968","465","531","291","56","017",2019
"Fremont County, Wyoming","56","013","26531","448","1644","7883","6962","3155","4157","2282","56","013",2019
"Sublette County, Wyoming","56","035","6808","36","237","2358","2028","598","1135","416","56","035",2019
"Weston County, Wyoming","56","045","5087","122","201","1904","1313","531","682","334","56","045",2019
"Aibonito Municipio, Puerto Rico","72","009","16500","2323","1297","5705","2150","1431","2442","1152","72","009",2019
"Juncos Municipio, Puerto Rico","72","077","26565","4563","1950","7767","3892","3344","3793","1256","72","077",2019
"Lajas Municipio, Puerto Rico","72","079","16189","3774","2260","4308","1503","1864","1922","558","72","079",2019
"Adjuntas Municipio, Puerto Rico","72","001","12549","3036","1316","3272","1632","1173","1821","299","72","001",2019
"Camuy Municipio, Puerto Rico","72","027","22484","4459","2061","5532","2336","3418","3550","1128","72","027",2019
